"","animal.ID","age.years","age.class","Sex","BCS.Average","elevation","CAA.Estimate","Result","x.east","y.south"
"559",583,1.25,"Subadult","Male",2.75,232.970336914062,5,"negative",306134.199892485,7526956.00883769
"560",584,1.25,"Subadult","Male",3.25,232.970336914062,NA,"negative",306134.199892485,7526956.00883769
"561",585,1.5,"Subadult","Female",3.5,232.970336914062,NA,"negative",306134.199892485,7526956.00883769
"562",586,1.5,"Subadult","Female",3,232.970336914062,813,"positive",306134.199892485,7526956.00883769
"563",587,1.5,"Subadult","Male",3.25,229.217407226562,NA,"negative",306087.654646564,7527382.92517308
"564",588,1.5,"Subadult","Male",3.25,229.217407226562,NA,"negative",306087.654646564,7527382.92517308
"565",589,2.5,"Subadult","Male",3.5,229.217407226562,NA,"negative",306087.654646564,7527382.92517308
"566",590,1.75,"Subadult","Female",3,229.217407226562,1,"negative",306087.654646564,7527382.92517308
"567",591,1.25,"Subadult","Male",3.5,435.039184570312,NA,"negative",298821.100054033,7487296.7601536
"568",592,1.25,"Subadult","Female",3.25,435.039184570312,NA,"negative",298821.100054033,7487296.7601536
"569",593,2,"Subadult","Female",3.75,435.039184570312,NA,"negative",298821.100054033,7487296.7601536
"570",594,1.5,"Subadult","Female",3,435.039184570312,NA,"negative",298821.100054033,7487296.7601536
"571",595,1.5,"Subadult","Male",3.5,435.039184570312,4,"negative",298816.975759035,7487297.81330865
"572",596,1.5,"Subadult","Male",3.5,435.039184570312,6,"negative",298816.975759035,7487297.81330865
"573",597,2.75,"Subadult","Female",3.75,435.039184570312,NA,"negative",298816.975759035,7487297.81330865
"574",598,1.25,"Subadult","Male",3.5,435.039184570312,NA,"negative",298816.975759035,7487297.81330865
"575",599,1.5,"Subadult","Female",4,435.039184570312,NA,"negative",298816.975759035,7487297.81330865
"576",600,1.5,"Subadult","Male",3.75,473.726409912109,5,"negative",297843.557708441,7486157.37913517
"577",601,1.5,"Subadult","Male",3.5,473.726409912109,NA,"negative",297843.557708441,7486157.37913517
"578",602,1.5,"Subadult","Male",3.5,473.726409912109,7,"negative",297843.557708441,7486157.37913517
"579",603,1.75,"Subadult","Male",3.75,473.726409912109,8,"negative",297843.557708441,7486157.37913517
